web-scraper-order,web-scraper-start-url,url,url-href
"1639343734-17","https://www.afnic.fr/noms-de-domaine/tout-savoir/annuaire-bureaux-enregistrement/","Voir le site web","https://www.illicoweb.com/"
"1639343734-18","https://www.afnic.fr/noms-de-domaine/tout-savoir/annuaire-bureaux-enregistrement/","Voir le site web","https://solidnames.fr/"
"1639343734-14","https://www.afnic.fr/noms-de-domaine/tout-savoir/annuaire-bureaux-enregistrement/","Voir le site web","http://https%3B/www.dataxy.fr"
"1639343734-16","https://www.afnic.fr/noms-de-domaine/tout-savoir/annuaire-bureaux-enregistrement/","Voir le site web","http://www.irysius.fr/"
"1639343734-15","https://www.afnic.fr/noms-de-domaine/tout-savoir/annuaire-bureaux-enregistrement/","Voir le site web","http://www.edomains.com/"
